id	Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
line38	GOTERM_BP_FAT	GO:0070838~divalent metal ion transport	31	3.373231774	0.008693188	CAV3, JPH3, CAV1, WNT3A, GRIN3A, CCL4, SLC24A4, CTGF, NMUR2, NIPAL3, CD4, SLC30A3, ASPH, HRC, AHNAK, MT3, TRPM6, TRPM5, CACNG3, TMC1, NTSR1, CDK5, CRHR1, CD84, CD19, ARRB2, GRM7, P2RX2, PLA2G6, PKDREJ, MYLK	754	418	16650	1.637677205	1	0.824635296	15.62239838
line39	GOTERM_BP_FAT	GO:0051248~negative regulation of protein metabolic process	65	7.072905332	0.008806036	CAST, UBE2G2, CNOT2, SYNCRIP, TNFSF14, ZNF675, LRRC15, WNT1, CDKN2A, SPINT2, TARDBP, CDK5RAP3, PSMD5, NOS2, NR2F2, MT3, RELA, VIL1, INHA, PRKCD, PKIA, CDK5, WFDC13, EIF4A3, PDCL3, ARRB2, CPAMD8, PSME2, PSMA3, BUB1B, SERPINB4, SUSD4, WFDC2, CAV3, CAV1, USP4, PSMA7, ITM2C, TRIB1, LIF, PSMB6, N4BP1, FGA, LRRTM3, TAF9, HRG, RTN4RL2, THBS1, CRIM1, FETUB, TAF7, BIRC7, EPRS, ILF3, CORO1C, SFRP1, TSC1, CD300A, RASSF2, USP47, PTPN1, DUSP8, EIF4E2, DNAJB6, ADAR	754	1049	16650	1.368298215	1	0.818858075	15.80907748
line40	GOTERM_BP_FAT	GO:2001257~regulation of cation channel activity	11	1.19695321	0.009234225	CRHR1, CAV1, JPH3, PLA2G6, ASPH, VAMP2, NTSR1, KCNIP2, KCNJ11, HRC, AHNAK	754	93	16650	2.611876444	1	0.82406375	16.51385182
line41	GOTERM_BP_FAT	GO:0031639~plasminogen activation	5	0.544069641	0.009341884	F11, HPN, FGA, KLKB1, THBS1	754	19	16650	5.811112662	1	0.81846049	16.69016994
line42	GOTERM_BP_FAT	GO:0072511~divalent inorganic cation transport	31	3.373231774	0.009506278	CAV3, JPH3, CAV1, WNT3A, GRIN3A, CCL4, SLC24A4, CTGF, NMUR2, NIPAL3, CD4, SLC30A3, ASPH, HRC, AHNAK, MT3, TRPM6, TRPM5, CACNG3, TMC1, NTSR1, CDK5, CRHR1, CD84, CD19, ARRB2, GRM7, P2RX2, PLA2G6, PKDREJ, MYLK	754	421	16650	1.626007296	1	0.814896335	16.95872443
line43	GOTERM_BP_FAT	GO:0051246~regulation of protein metabolic process	138	15.01632209	0.009590203	NCBP2, CAST, CNDP1, ATP6AP2, WNT3A, RBM3, TLR1, GNA12, CNOT2, TNFSF14, SYNCRIP, BMP15, WNT1, CDKN2A, DIRAS3, CTGF, TARDBP, ASPH, MADD, RELA, PKIA, WFDC13, RELT, ARRB2, PSMA3, WFDC2, FGD2, CAV3, CAV1, FGR, PKHD1, MST1, TRPT1, PSMA7, MTIF2, CCL4, UHMK1, LIF, HCRTR1, OAZ1, PSMB6, KBTBD4, FOLR2, FGA, EIF3H, KLKB1, DIABLO, TMED10, TAF9, KLB, PAIP1, TAF7, EPRS, CORO1C, HDAC5, SFRP1, TSC1, P2RX1, CD300A, EPHA8, PTPN1, SYNGAP1, ZNF385A, PDCD6, EIF4E2, PPP2R3C, DNAJB6, ADAR, NRP1, TSG101, UBE2G2, ZNF675, TERF2IP, LRRC15, PDCD2, ACVR1C, YBX2, HSF1, SPINT2, CDK5RAP3, NOS2, PSMD5, NR2F2, MT3, ANGPT4, ACO1, VIL1, PRG2, UBE2I, INHA, GRM1, CDK5, PRKCD, EIF4A3, PDCL3, INHBE, PSME2, CPAMD8, TXN, WNT9B, CNTN2, PLA2G6, BUB1B, SUSD4, SERPINB4, KSR1, PTAFR, C9, USP4, BRSK2, ITM2C, TRIB1, TNFRSF1A, N4BP1, MPV17L2, MEFV, LRRTM3, SEC22B, CD4, RTN4RL2, HRG, C2, THBS1, CRIM1, HRC, HPN, FLT3, FETUB, BIRC7, ILF3, CDKN3, SOD1, PPP1R9A, POLDIP3, RASSF2, USP47, DUSP8, VLDLR	754	2512	16650	1.213116035	1	0.808818284	17.0955069
line44	GOTERM_BP_FAT	GO:0006816~calcium ion transport	28	3.046789989	0.009739387	CAV3, JPH3, CAV1, WNT3A, GRIN3A, CCL4, SLC24A4, CTGF, NMUR2, CD4, ASPH, HRC, AHNAK, TRPM6, TRPM5, CACNG3, TMC1, NTSR1, CDK5, CRHR1, CD84, CD19, ARRB2, GRM7, P2RX2, PLA2G6, MYLK, PKDREJ	754	369	16650	1.675616226	1	0.805043532	17.3381245
line45	GOTERM_BP_FAT	GO:0002886~regulation of myeloid leukocyte mediated immunity	7	0.761697497	0.009759186	CD84, UNC13D, FGR, CD300A, VAMP2, PTAFR, BTK	754	41	16650	3.770136508	1	0.797133134	17.37027232
line46	GOTERM_BP_FAT	GO:0009308~amine metabolic process	13	1.414581066	0.010435309	CYP1A1, KMO, DBH, PSMA7, AFMID, OAZ1, PSMB6, PSME2, HDC, PSMA3, PSMD5, SMS, TPH2	754	124	16650	2.315072303	1	0.810345724	18.46102296
line47	GOTERM_BP_FAT	GO:0010633~negative regulation of epithelial cell migration	8	0.870511425	0.010482239	CORO1C, HDAC5, SP100, ADIPOR1, HRG, THBS1, NR2F2, ANGPT4	754	54	16650	3.271441202	1	0.803740428	18.53622322
line48	GOTERM_BP_FAT	GO:1903321~negative regulation of protein modification by small protein conjugation or removal	14	1.523394995	0.010961533	CAV1, USP4, PSMA7, CDK5, WNT1, PDCL3, N4BP1, CDKN2A, PSMB6, ARRB2, PSME2, PSMA3, BUB1B, PSMD5	754	140	16650	2.208222812	1	0.810172932	19.30048449
line49	GOTERM_BP_FAT	GO:0051924~regulation of calcium ion transport	18	1.958650707	0.011372141	CAV3, JPH3, CAV1, WNT3A, NTSR1, CCL4, CRHR1, CD84, CD19, P2RX1, ARRB2, P2RX2, PLA2G6, CD4, ASPH, MYLK, HRC, AHNAK	754	204	16650	1.948431893	1	0.814219441	19.94980712
line50	GOTERM_BP_FAT	GO:0034765~regulation of ion transmembrane transport	29	3.155603917	0.011638347	CAV3, FXYD2, JPH3, CAV1, SCN3A, ATP1B2, WNT3A, KCNIP2, KCNJ11, KCNJ13, KCNQ3, SHISA9, ASPH, THBS1, HRC, AHNAK, KCND3, TRPM5, CACNG3, NRXN1, NTSR1, CRHR1, CD19, SLC17A3, PLA2G6, VAMP2, KCNH2, PTAFR, SCN4A	754	392	16650	1.633634223	1	0.814138978	20.36812537
line51	GOTERM_BP_FAT	GO:0051348~negative regulation of transferase activity	27	2.937976061	0.011717946	CAV3, CAV1, ZNF675, LRRC15, PSMA7, TRIB1, UGT1A9, CDKN2A, PSMB6, LRRTM3, RTN4RL2, CDK5RAP3, PSMD5, NR2F2, TERF1, TAF7, PRKCD, PKIA, CORO1C, SFRP1, PSME2, CD300A, PSMA3, BUB1B, PTPN1, DUSP8, ADAR	754	357	16650	1.670084479	1	0.809065644	20.49280463
line52	GOTERM_CC_FAT	GO:0042555~MCM complex	4	0.435255713	0.012606597	MCM8, MCM4, MCM5, MCM6	679	11	14527	7.779890213	0.999933383	0.959461979	17.5816283
line53	GOTERM_MF_FAT	GO:0004869~cysteine-type endopeptidase inhibitor activity	8	0.870511425	0.013162564	CAST, FETUB, VIL1, BIRC7, TNFSF14, HRG, WFDC2, MT3	706	56	15478	3.131930393	0.999999964	0.942592155	19.44401697
line54	GOTERM_BP_FAT	GO:2000116~regulation of cysteine-type endopeptidase activity	19	2.067464635	0.01330306	WNT3A, VIL1, BIRC7, TNFSF14, PDCD2, ACVR1C, CDKN2A, HSF1, MEFV, P2RX1, ARRB2, CTGF, USP47, DIABLO, ASPH, THBS1, PDCD6, DNAJB6, MT3	754	224	16650	1.873046135	1	0.841105067	22.93741274
line55	GOTERM_BP_FAT	GO:0015672~monovalent inorganic cation transport	34	3.699673558	0.01333619	CAV3, FXYD2, SLC2A10, SLC5A5, CAV1, UQCRC1, SLC5A4, SCN3A, ATP1B2, COX7B, ATP6V1G1, KCNIP2, ATP6V1B1, KCNJ11, ATP5G3, KCNJ13, KCNQ3, KCNK9, SLC24A4, MTMR6, ATP5J, KCND3, HPN, TRPM5, ATP5F1, SLC17A3, TSC1, SLC17A2, SLC13A4, ATP6V1G3, VAMP2, KCNH2, SCN4A, SLC5A12	754	486	16650	1.544847235	1	0.835366654	22.98773746
line56	GOTERM_BP_FAT	GO:0042401~cellular biogenic amine biosynthetic process	5	0.544069641	0.01343	OAZ1, HDC, DBH, SMS, TPH2	754	21	16650	5.257673361	1	0.831050434	23.13006733
line57	GOTERM_MF_FAT	GO:0001227~transcriptional repressor activity, RNA polymerase II transcription regulatory region sequence-specific binding	16	1.741022851	0.014705912	ZNF281, DMBX1, AEBP2, ESRRA, RELA, ARID5B, GLIS1, PURB, FOXP2, HOXD9, HSF1, HAND1, POU4F2, CC2D1B, CUX2, NFX1	706	176	15478	1.993046613	0.999999995	0.935344366	21.47543164
line58	GOTERM_BP_FAT	GO:0044106~cellular amine metabolic process	12	1.305767138	0.015027736	OAZ1, PSMB6, PSME2, HDC, PSMA3, KMO, PSMD5, DBH, PSMA7, SMS, TPH2, AFMID	754	115	16650	2.304232499	1	0.857700567	25.51620074
line59	GOTERM_BP_FAT	GO:0043407~negative regulation of MAP kinase activity	9	0.979325354	0.015733315	CAV3, CAV1, SFRP1, CD300A, ZNF675, CDK5RAP3, PTPN1, PRKCD, DUSP8	754	72	16650	2.760278515	1	0.864722021	26.5474259
line60	GOTERM_MF_FAT	GO:0048306~calcium-dependent protein binding	8	0.870511425	0.015790619	S100A6, STX2, TSG101, VAMP2, NRXN1, TNNI3, PDCD6, VLDLR	706	58	15478	3.023932793	0.999999999	0.923809085	22.87428003
line61	GOTERM_BP_FAT	GO:0044092~negative regulation of molecular function	66	7.18171926	0.015832813	CAST, TNFSF14, ZNF675, LRRC15, CDKN2A, SPINT2, CDK5RAP3, PSMD5, NR2F2, MT3, SP100, APCS, VIL1, PRKCD, PKIA, MTRR, WFDC13, CRHR1, EIF4A3, ARRB2, CPAMD8, PSME2, GRM7, PSMA3, BUB1B, ZNF431, CAND1, SERPINB4, MAPRE1, WFDC2, CAV3, CAV1, PKHD1, PSMA7, TRIB1, UGT1A9, ANKRD33, PSMB6, OAZ1, HAND1, LRRTM3, HRG, RTN4RL2, THBS1, USP33, CRIM1, TERF1, TMC8, PCIF1, GRXCR1, FETUB, TAF7, BIRC7, TNNI3, TAX1BP1, PRPSAP2, CORO1C, SFRP1, CD300A, LTB4R2, USP47, FAF2, PTPN1, DUSP8, DNAJB6, ADAR	754	1100	16650	1.324933687	1	0.860948696	26.6917521
line62	GOTERM_BP_FAT	GO:0009309~amine biosynthetic process	5	0.544069641	0.01583975	OAZ1, HDC, DBH, SMS, TPH2	754	22	16650	5.018688208	1	0.855587575	26.70180417
line63	GOTERM_BP_FAT	GO:2000058~regulation of protein ubiquitination involved in ubiquitin-dependent protein catabolic process	11	1.19695321	0.01595365	CAV3, WNT1, PDCL3, CDKN2A, PSMB6, PSME2, PSMA3, BUB1B, CDK5RAP3, PSMD5, PSMA7	754	101	16650	2.404995141	1	0.852160241	26.86666743
line64	GOTERM_BP_FAT	GO:0065009~regulation of molecular function	153	16.64853101	0.01607177	CAST, ATP1B2, WNT3A, TNFSF14, RGL4, VIPR2, RGL2, BTK, WNT1, CDKN2A, DIRAS3, CTGF, ASPH, MADD, RELA, LYPLA1, NTSR1, PKIA, HNRNPU, WFDC13, CRHR1, ARRB2, PSMA3, ZNF431, VAMP2, WFDC2, FGD2, CAV3, FXYD2, MFNG, ARFGAP3, CAV1, FGR, PKHD1, PFKFB1, MST1, TRPT1, PSMA7, CCL4, LIF, RASAL1, OAZ1, PSMB6, DIABLO, PCIF1, KLB, GRXCR1, TAF7, TNNI3, TAX1BP1, PRPSAP2, HDAC5, CORO1C, SFRP1, TSC1, P2RX1, CD300A, EPHA8, LTB4R2, AVPR1A, PTPN1, SYNGAP1, PDCD6, PPP2R3C, DNAJB6, ADAR, JPH3, NRP1, TSG101, ZNF675, TERF2IP, LRRC15, KCNIP2, KCNJ11, PDCD2, ACVR1C, HSF1, SPINT2, NMUR2, PCP2, CDK5RAP3, NOS2, PSMD5, NR2F2, AHNAK, ANGPT4, MT3, ARL1, APCS, SP100, RALBP1, ARID5B, VIL1, MMP16, UBE2I, CACNG3, NRXN1, GRM1, CDK5, PRKCD, MTRR, EIF4A3, PSME2, CPAMD8, GRM7, TXN, WNT9B, SRGAP3, RIN2, BUB1B, PLA2G6, CAND1, SERPINB4, MAPRE1, PTAFR, LIMS1, BRSK2, TRIM13, CPN2, FAM13B, TRIB1, UGT1A9, ANKRD33, SHISA9, HAND1, MEFV, LRRTM3, PLEKHG6, RASGRP2, CD4, RTN4RL2, HRG, THBS1, USP33, CRIM1, HRC, TERF1, ERCC2, TMC8, FLT3, FETUB, BIRC7, CDKN3, SOD1, PPP1R9A, RASSF2, USP47, DENND4C, MAT2B, FAF2, SH3BGRL3, DUSP8, VLDLR	754	2863	16650	1.180084143	1	0.848861334	27.03726842
line65	GOTERM_CC_FAT	GO:0043209~myelin sheath	16	1.741022851	0.016294176	ACTB, UQCRC2, LDHB, UQCRC1, MOBP, ACO2, ATP5F1, SOD1, KCNJ11, GJC3, SLC25A3, CNTN2, PLLP, MYH14, CA2, MDH2	679	174	14527	1.96732856	0.999996093	0.955540614	22.15023434
line66	GOTERM_BP_FAT	GO:0001558~regulation of cell growth	29	3.155603917	0.016313491	DCBLD2, CAV3, FXYD2, NRP1, IGFBPL1, TSG101, WNT3A, SYT3, BAP1, RASAL1, CDKN2A, HTRA1, SEMA3G, CTGF, RASGRP2, TAF9, HRG, CRIM1, MT3, ISLR2, MUC12, HPN, TMC8, ADIPOR1, CDK5, SFRP1, CXCL16, AVPR1A, USP47	754	403	16650	1.589043711	1	0.847819697	27.38521025
line67	GOTERM_BP_FAT	GO:1901653~cellular response to peptide	24	2.611534276	0.016576226	GPR173, CSH1, ESRRA, CAV1, CYP11A1, RELA, AP3S1, ADIPOR1, ATP6V1G1, ATP6V1B1, PRKCD, CRHR1, HDAC5, WNT1, HSF1, TSC1, DENND4C, GNG2, CA2, ATP6V1G3, VAMP2, PTPN1, RAB10, GNG7	754	315	16650	1.682455476	1	0.847177608	27.76161477
line68	GOTERM_BP_FAT	GO:0043434~response to peptide hormone	29	3.155603917	0.01734747	CSH1, CAV1, PFKFB1, AP3S1, ATP6V1G1, ATP6V1B1, ACVR1C, WNT1, HSF1, CTGF, GNG2, TFF1, GNG7, GPR173, ESRRA, RBBP4, CYP11A1, RELA, ADIPOR1, PRKCD, HDAC5, CRHR1, TSC1, DENND4C, CA2, PTPN1, ATP6V1G3, VAMP2, RAB10	754	405	16650	1.581196581	1	0.85507362	28.85586654
line69	GOTERM_MF_FAT	GO:0022804~active transmembrane transporter activity	27	2.937976061	0.017429804	SLC16A13, FXYD2, SLC45A2, SLC2A10, SLC5A5, SLC5A4, ATP1B2, SLC22A10, ATP6V1G1, SLC7A4, SLC26A1, ATP6V1B1, ATP5G3, SLCO2A1, SLC24A4, SLC25A3, TIMM23B, SLC28A2, ABCC11, ATP5F1, SLC6A17, ABCG5, SLC17A3, SLC17A2, ATP6V1G3, SLC13A4, SLC5A12	706	367	15478	1.612901483	1	0.920190711	24.9438761
line70	GOTERM_BP_FAT	GO:0045861~negative regulation of proteolysis	24	2.611534276	0.017705337	CAST, FETUB, VIL1, BIRC7, TNFSF14, CDK5, WFDC13, WNT1, PDCL3, N4BP1, CDKN2A, ARRB2, CPAMD8, SPINT2, USP47, HRG, TAF9, SERPINB4, SUSD4, THBS1, WFDC2, CRIM1, DNAJB6, MT3	754	317	16650	1.671840615	1	0.855884724	29.35825577
line71	GOTERM_BP_FAT	GO:0034250~positive regulation of cellular amide metabolic process	12	1.305767138	0.017916373	TNFRSF1A, EIF4A3, MPV17L2, LRRTM3, PAIP1, POLDIP3, RBM3, PLA2G6, THBS1, PRKCD, UHMK1, PTAFR	754	118	16650	2.245650317	1	0.854363363	29.65293866
line72	GOTERM_BP_FAT	GO:1903522~regulation of blood circulation	23	2.502720348	0.017965504	CAV3, FXYD2, KCND3, CAV1, CORIN, ATP1B2, CACNG3, DBH, TNNI3, KCNIP2, GJC3, KCNJ11, FOXN4, FGA, P2RX1, CTGF, AVPR1A, PLA2G6, NOS2, ASPH, KCNH2, PTAFR, HRC	754	300	16650	1.692970822	1	0.850315675	29.72137501
line73	GOTERM_BP_FAT	GO:0046165~alcohol biosynthetic process	11	1.19695321	0.018090183	PGP, CNBP, CYP51A1, NPC1L1, IDI2, NTSR1, DBH, SOD1, POU1F1, IDI1, PTAFR	754	103	16650	2.358296207	1	0.847509475	29.89476429
line74	GOTERM_BP_FAT	GO:0044706~multi-multicellular organism process	18	1.958650707	0.018272596	PAM, UBE2A, CORIN, CYP1A1, MST1, SOD1, STOX2, DAZAP1, ACVR1C, LIF, CRHR1, HSF1, P2RX1, AVPR1A, PLA2G6, EPYC, NR2F2, PTAFR	754	215	16650	1.84874468	1	0.845667859	30.14771075
line75	GOTERM_BP_FAT	GO:1901652~response to peptide	31	3.373231774	0.018842443	CSH1, CAV1, PFKFB1, AP3S1, ATP6V1G1, ATP6V1B1, ACVR1C, HCRTR1, WNT1, HSF1, CTGF, GNG2, TFF1, GNG7, GPR173, ESRRA, RBBP4, CYP11A1, RELA, ADIPOR1, PRKCD, HDAC5, CRHR1, TSC1, DENND4C, AVPR1A, CA2, PTPN1, ATP6V1G3, VAMP2, RAB10	754	444	16650	1.541777188	1	0.849890915	30.93233538
line76	GOTERM_BP_FAT	GO:0043281~regulation of cysteine-type endopeptidase activity involved in apoptotic process	17	1.849836779	0.019586927	WNT3A, VIL1, BIRC7, TNFSF14, PDCD2, ACVR1C, CDKN2A, HSF1, P2RX1, ARRB2, CTGF, USP47, DIABLO, THBS1, PDCD6, DNAJB6, MT3	754	200	16650	1.87698939	1	0.856405883	31.94482672
line77	GOTERM_BP_FAT	GO:0006270~DNA replication initiation	6	0.652883569	0.019675154	GINS2, CDC45, POLE, MCM4, MCM5, MCM6	754	35	16650	3.78552482	1	0.853265678	32.06387859
line78	GOTERM_BP_FAT	GO:0006793~phosphorus metabolic process	163	17.73667029	0.019752725	MOCOS, MEF2B, LDHB, ALPPL2, ATP6AP2, WNT3A, BMP15, VIPR2, BTK, WNT1, PGP, CDKN2A, CLK3, DIRAS3, CTGF, TARDBP, PPP4C, ITPK1, RPRD1A, MADD, NTSR1, PKIA, CRHR1, RELT, ARRB2, PSMA3, TESK2, NEK6, MDH2, FGD2, CAV3, CAV1, FGR, PKHD1, PFKFB1, COX7B, MST1, TRPT1, KMO, EPHA10, OAS2, ATP6V1B1, PSMA7, SDHAF2, CCL4, UHMK1, LIF, RASAL1, HCRTR1, PSMB6, FGA, ENTPD3, DCAKD, PCIF1, KLB, GRXCR1, TAF7, AK2, PRPSAP2, CORO1C, SFRP1, TSC1, CD300A, EPHA8, DYRK1B, LTB4R2, IDI2, PTPN1, PHEX, PIP4K2A, IDI1, SYNGAP1, PPP2R3C, MYLK, MTNR1A, DUT, RHO, ADAR, UQCRC2, SEPHS1, UQCRC1, NRP1, TSG101, GPR161, ZNF675, TERF2IP, LRRC15, SLC26A1, AFMID, ACVR1C, DYNLL1, SLK, HSF1, GNPAT, POU4F2, MC5R, CDK5RAP3, NOS2, PSMD5, NR2F2, NT5E, CDK15, ANGPT4, MT3, ATP5J, TRPM6, COQ9, CDK6, INHA, DGUOK, NDUFC1, GRM1, CDK5, PRKCD, PDCL3, CHRM5, INHBE, PSME2, GRM7, TXN, WNT9B, BUB1B, PLA2G6, KSR1, KCNH2, PTAFR, SNX15, NDUFB9, ABHD4, BRSK2, ABI3, POU1F1, ATP5G3, TRIB1, TNFRSF1A, MTMR1, LRRTM3, PPP2CB, CD4, RTN4RL2, HRG, MTMR6, THBS1, HRC, ERCC2, ERH, FLT3, MAK, NDUFA6, ATP5F1, BIRC7, ILF3, CDKN3, SOD1, PPP1R9A, RPAP2, CD19, SLC17A2, RASSF2, SDHD, DUSP8, TSSK6, VLDLR	754	3089	16650	1.165232497	1	0.850001696	32.16838687
line79	KEGG_PATHWAY	hsa00190:Oxidative phosphorylation	13	1.414581066	0.020404871	UQCRC2, UQCRC1, NDUFA6, NDUFB9, COX7B, ATP5F1, NDUFC1, ATP6V1G1, ATP6V1B1, ATP5G3, SDHD, ATP6V1G3, ATP5J	322	133	6910	2.097557558	0.994341506	0.994341506	23.50836752
line80	GOTERM_BP_FAT	GO:0006576~cellular biogenic amine metabolic process	7	0.761697497	0.020435747	OAZ1, HDC, KMO, DBH, SMS, TPH2, AFMID	754	48	16650	3.220324934	1	0.855382741	33.08203611
line81	GOTERM_BP_FAT	GO:0090263~positive regulation of canonical Wnt signaling pathway	12	1.305767138	0.021198995	WNT1, CAV1, PSMB6, SFRP1, PSME2, RSPO3, WNT3A, PSMA3, WLS, PSMD5, PSMA7, LGR6	754	121	16650	2.189973036	1	0.861476234	34.08918606
line82	GOTERM_BP_FAT	GO:0016485~protein processing	19	2.067464635	0.021485537	F11, UQCRC2, HPN, C9, UQCRC1, METAP2, SEC11C, CORIN, ATP6AP2, SEC11A, BIRC7, MMP16, FGA, KLKB1, CNTN2, SUSD4, ASPH, C2, THBS1	754	236	16650	1.777806501	1	0.861135675	34.46356945
line83	GOTERM_BP_FAT	GO:0044708~single-organism behavior	28	3.046789989	0.021643682	JPH3, HOXD10, MEIS2, NMUR2, THBS1, DMBX1, NTF4, BRS3, NPAS4, NRXN1, DBH, NTSR1, CDK5, FOXP2, HOXD9, EIF4A3, ARRB2, TSC1, GRM7, P2RX2, AVPR1A, CNTN2, PLA2G6, CUX2, MYH14, SYNGAP1, ZNF385A, VLDLR	754	395	16650	1.565322499	1	0.859159082	34.66932969
line84	GOTERM_BP_FAT	GO:0045055~regulated exocytosis	22	2.39390642	0.02164658	POTEKP, STX2, FGR, SYT3, SOD1, CDK5, BTK, CD84, LGALS3BP, UNC13D, FGA, P2RX1, CD300A, OTOF, SYT14, SNAP47, TMED10, HRG, VAMP2, THBS1, PTAFR, ORM2	754	288	16650	1.68683687	1	0.855197429	34.6730945
line85	GOTERM_MF_FAT	GO:0015035~protein disulfide oxidoreductase activity	5	0.544069641	0.021929906	GRXCR1, TXN, STAB2, SH3BGRL3, GLRX2	706	24	15478	4.567398489	1	0.94326182	30.36081016
line86	GOTERM_BP_FAT	GO:0007519~skeletal muscle tissue development	15	1.632208923	0.022323906	CAV1, USP2, WNT3A, ELN, MYLPF, CDK5, HOXD10, FOXP2, HOXD9, ANKRD33, SIX1, P2RX2, MEG3, MYH14, NR2F2	754	170	16650	1.948431893	1	0.859908354	35.547395
line87	GOTERM_BP_FAT	GO:0006469~negative regulation of protein kinase activity	19	2.067464635	0.022497945	CAV3, CAV1, TAF7, ZNF675, LRRC15, PRKCD, PKIA, TRIB1, CORO1C, CDKN2A, SFRP1, LRRTM3, CD300A, CDK5RAP3, RTN4RL2, PTPN1, NR2F2, DUSP8, ADAR	754	237	16650	1.770305208	1	0.858215031	35.77024703
line88	GOTERM_MF_FAT	GO:0015081~sodium ion transmembrane transporter activity	13	1.414581066	0.022579459	FXYD2, SLC5A5, TRPM5, SLC5A4, SLC17A3, SLC24A4, SCN3A, ATP1B2, SLC17A2, SLC13A4, SLC6A17, SLC28A2, SCN4A	706	137	15478	2.080333326	1	0.931888688	31.11168456
line89	GOTERM_BP_FAT	GO:0030177~positive regulation of Wnt signaling pathway	14	1.523394995	0.022608594	CAV1, SPIN1, ATP6AP2, WNT3A, WLS, LGR6, PSMA7, WNT1, PSMB6, SFRP1, PSME2, RSPO3, PSMA3, PSMD5	754	154	16650	2.007475283	1	0.855758907	35.91154976
line90	GOTERM_BP_FAT	GO:0060071~Wnt signaling pathway, planar cell polarity pathway	11	1.19695321	0.022983729	GPC4, WNT1, PSMB6, SFRP1, ARRB2, PSME2, RSPO3, PSMA3, WNT9B, PSMD5, PSMA7	754	107	16650	2.270135601	1	0.856607293	36.38841984
line91	GOTERM_BP_FAT	GO:0051917~regulation of fibrinolysis	4	0.435255713	0.023085023	F11, KLKB1, HRG, THBS1	754	14	16650	6.309208033	1	0.854097601	36.51660523
line92	GOTERM_BP_FAT	GO:0006796~phosphate-containing compound metabolic process	162	17.62785637	0.0233561	MOCOS, MEF2B, LDHB, ALPPL2, ATP6AP2, WNT3A, BMP15, VIPR2, BTK, WNT1, PGP, CDKN2A, CLK3, DIRAS3, CTGF, TARDBP, PPP4C, ITPK1, RPRD1A, MADD, NTSR1, PKIA, CRHR1, RELT, ARRB2, PSMA3, TESK2, NEK6, MDH2, FGD2, CAV3, CAV1, FGR, PKHD1, PFKFB1, COX7B, MST1, TRPT1, KMO, EPHA10, OAS2, ATP6V1B1, PSMA7, SDHAF2, CCL4, UHMK1, LIF, RASAL1, HCRTR1, PSMB6, FGA, ENTPD3, DCAKD, PCIF1, KLB, GRXCR1, TAF7, AK2, PRPSAP2, CORO1C, SFRP1, TSC1, CD300A, EPHA8, DYRK1B, LTB4R2, IDI2, PTPN1, PIP4K2A, IDI1, SYNGAP1, PPP2R3C, MYLK, MTNR1A, DUT, RHO, ADAR, UQCRC2, SEPHS1, UQCRC1, NRP1, TSG101, GPR161, ZNF675, TERF2IP, LRRC15, SLC26A1, AFMID, ACVR1C, DYNLL1, SLK, HSF1, GNPAT, POU4F2, MC5R, CDK5RAP3, NOS2, PSMD5, NR2F2, NT5E, CDK15, ANGPT4, MT3, ATP5J, TRPM6, COQ9, CDK6, INHA, DGUOK, NDUFC1, GRM1, CDK5, PRKCD, PDCL3, CHRM5, INHBE, PSME2, GRM7, TXN, WNT9B, BUB1B, PLA2G6, KSR1, KCNH2, PTAFR, SNX15, NDUFB9, ABHD4, BRSK2, ABI3, POU1F1, ATP5G3, TRIB1, TNFRSF1A, MTMR1, LRRTM3, PPP2CB, CD4, RTN4RL2, HRG, MTMR6, THBS1, HRC, ERCC2, ERH, FLT3, MAK, NDUFA6, ATP5F1, BIRC7, ILF3, CDKN3, SOD1, PPP1R9A, RPAP2, CD19, SLC17A2, RASSF2, SDHD, DUSP8, TSSK6, VLDLR	754	3083	16650	1.160337643	1	0.853694942	36.85844603
line93	KEGG_PATHWAY	hsa04612:Antigen processing and presentation	9	0.979325354	0.024018625	KLRC4, PSME2, RFX5, HLA-DRB4, HSPA4, CD4, KIR2DS4, HLA-DOA, KLRC1	322	76	6910	2.541271657	0.997762186	0.952694461	27.09635951
line94	GOTERM_BP_FAT	GO:0090109~regulation of cell-substrate junction assembly	7	0.761697497	0.024543043	CORO1C, LIMS1, TSC1, SLK, SFRP1, HRG, THBS1	754	50	16650	3.091511936	1	0.863947797	38.33477815
line95	GOTERM_BP_FAT	GO:0051893~regulation of focal adhesion assembly	7	0.761697497	0.024543043	CORO1C, LIMS1, TSC1, SLK, SFRP1, HRG, THBS1	754	50	16650	3.091511936	1	0.863947797	38.33477815
